DAT	Well	OD590	OD595	OD700	sampling	Plate	hour	set	Comp	Conc	Unit	BOT	DIV	Tox	ToxC	CellsL	CellsD	CellsT	pDead
11/10/13 15:46	C08	0,0721547	0,070773	0,0625502	10/10/13	Div1 1-10	0	set1	Cipro	0,221	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	C09	0,105024	0,104	0,0936408	10/10/13	Div1 1-10	0	set1	Cipro	0,102	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	C10	0,129083	0,127817	0,113729	10/10/13	Div1 1-10	0	set1	Cipro	0,047	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	C11	0,0716269	0,0709207	0,0616306	10/10/13	Div1 1-10	0	set1	Cipro	0,022	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	C12	0,0707495	0,0705392	0,0617083	10/10/13	Div1 1-10	0	set1	Cipro	0,01	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D01	0,0654625	0,064825	0,0573015	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D02	0,0632379	0,0620623	0,0533531	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D03	0,0746734	0,0743196	0,064694	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D04	0,0681246	0,0668301	0,0564127	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D05	0,0929374	0,0920033	0,083512	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D06	0,140568	0,139221	0,124304	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D07	0,171715	0,170349	0,155893	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D08	0,120452	0,119483	0,10669	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D09	0,122643	0,120499	0,108543	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D10	0,074415	0,0736407	0,0638938	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D11	0,114362	0,113968	0,101587	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	D12	0,123741	0,121968	0,107373	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E01	0,0560211	0,0546695	0,0490256	10/10/13	Div1 1-10	0	set1	SMX	100	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E02	0,0658425	0,0624033	0,0529115	10/10/13	Div1 1-10	0	set1	SMX	33,33	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E03	0,0780139	0,0767818	0,0688615	10/10/13	Div1 1-10	0	set1	SMX	11,11	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E04	0,0595487	0,0582684	0,0508109	10/10/13	Div1 1-10	0	set1	SMX	3,7	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E05	0,0601004	0,0596264	0,052401	10/10/13	Div1 1-10	0	set1	SMX	1,23	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E06	0,0745071	0,0737254	0,0640158	10/10/13	Div1 1-10	0	set1	SMX	0,41	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E07	0,0728092	0,0722519	0,0626177	10/10/13	Div1 1-10	0	set1	SMX	0,14	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E08	0,0609369	0,0600476	0,0536531	10/10/13	Div1 1-10	0	set1	SMX	0,046	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E09	0,0687369	0,0682143	0,0596493	10/10/13	Div1 1-10	0	set1	SMX	0,015	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E10	0,0595926	0,0587532	0,0515458	10/10/13	Div1 1-10	0	set1	SMX	0,005	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E11	0,0684964	0,0680456	0,0584057	10/10/13	Div1 1-10	0	set1	SMX	0,002	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	E12	0,069066	0,068462	0,0593657	10/10/13	Div1 1-10	0	set1	SMX	6,00E-04	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F01	0,0571919	0,056416	0,0489313	10/10/13	Div1 1-10	0	set1	Cipro	50	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F02	0,0704411	0,0684029	0,0593314	10/10/13	Div1 1-10	0	set1	Cipro	23,052	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F03	0,0845063	0,0820929	0,0721937	10/10/13	Div1 1-10	0	set1	Cipro	10,628	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F04	0,0586854	0,0572892	0,0500487	10/10/13	Div1 1-10	0	set1	Cipro	4,9	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F05	0,0657953	0,0654809	0,0595237	10/10/13	Div1 1-10	0	set1	Cipro	2,259	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F06	0,120603	0,11825	0,107033	10/10/13	Div1 1-10	0	set1	Cipro	1,042	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F07	0,0674127	0,0669248	0,0589045	10/10/13	Div1 1-10	0	set1	Cipro	0,48	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F08	0,0691912	0,0682834	0,0594754	10/10/13	Div1 1-10	0	set1	Cipro	0,221	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F09	0,0607149	0,0603139	0,0530898	10/10/13	Div1 1-10	0	set1	Cipro	0,102	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F10	0,0670576	0,0661942	0,057104	10/10/13	Div1 1-10	0	set1	Cipro	0,047	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F11	0,0652068	0,0648364	0,0562906	10/10/13	Div1 1-10	0	set1	Cipro	0,022	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	F12	0,0779009	0,0770705	0,0662485	10/10/13	Div1 1-10	0	set1	Cipro	0,01	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G01	0,0683787	0,0676026	0,060701	10/10/13	Div1 1-10	0	set1	NaCl	9,9	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G02	0,114004	0,10834	0,0974549	10/10/13	Div1 1-10	0	set1	NaCl	6,47	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G03	0,0714262	0,0704411	0,0620978	10/10/13	Div1 1-10	0	set1	NaCl	4,23	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G04	0,069089	0,0667674	0,0585985	10/10/13	Div1 1-10	0	set1	NaCl	2,76	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G05	0,0564847	0,0563188	0,0511783	10/10/13	Div1 1-10	0	set1	NaCl	1,81	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G06	0,0629967	0,0617859	0,0538022	10/10/13	Div1 1-10	0	set1	NaCl	1,18	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G07	0,0687981	0,0681766	0,0598801	10/10/13	Div1 1-10	0	set1	NaCl	0,77	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G08	0,0613444	0,0602486	0,0533681	10/10/13	Div1 1-10	0	set1	NaCl	0,5	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G09	0,0674708	0,0666291	0,057591	10/10/13	Div1 1-10	0	set1	NaCl	0,33	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G10	0,0800514	0,081674	0,0721906	10/10/13	Div1 1-10	0	set1	NaCl	0,22	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G11	0,0829434	0,0822451	0,0702626	10/10/13	Div1 1-10	0	set1	NaCl	0,14	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	G12	0,0738637	0,0718964	0,0611269	10/10/13	Div1 1-10	0	set1	NaCl	0,09	percent	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H01	0,0583823	0,0569172	0,0491699	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H02	0,0971053	0,0941854	0,0835607	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H03	0,0626931	0,0613465	0,0534076	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H04	0,0601025	0,058438	0,0513216	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H05	0,0591608	0,0579237	0,0505797	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H06	0,0687819	0,0625116	0,0544033	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H07	0,080012	0,0792567	0,0686384	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H08	0,0634567	0,0630376	0,0559321	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H09	0,0619379	0,0607234	0,0525717	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H10	0,0659162	0,0654555	0,056927	10/10/13	Div1 1-10	0	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H11	0,0867307	0,0847042	0,0719651	10/10/13	Div1 1-10	0	set1	Blank	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
11/10/13 15:46	H12	0,0679679	0,067301	0,0591285	10/10/13	Div1 1-10	0	set1	Blank	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A01	0,169949	0,168479	0,150203	10/10/13	Div1 1-10	120	set1	Blank	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A02	0,0771154	0,0752418	0,066721	10/10/13	Div1 1-10	120	set1	Blank	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A03	0,273727	0,269398	0,186536	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A04	0,288054	0,283174	0,196445	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A05	0,237927	0,231146	0,151103	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A06	0,219208	0,215144	0,1437	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A07	0,54706	0,537161	0,315079	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A08	0,24055	0,236333	0,164772	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A09	0,216336	0,211784	0,143224	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A10	0,291714	0,288139	0,208048	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A11	0,244243	0,240376	0,161324	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	A12	0,1334	0,131788	0,116155	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B01	0,11063	0,108992	0,0982571	10/10/13	Div1 1-10	120	set1	SMX	100	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B02	0,0807459	0,0804374	0,0707105	10/10/13	Div1 1-10	120	set1	SMX	33,33	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B03	0,25275	0,249467	0,189052	10/10/13	Div1 1-10	120	set1	SMX	11,11	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B04	0,432839	0,426671	0,245219	10/10/13	Div1 1-10	120	set1	SMX	3,7	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B05	0,484826	0,47732	0,258889	10/10/13	Div1 1-10	120	set1	SMX	1,23	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B06	0,274633	0,271404	0,193167	10/10/13	Div1 1-10	120	set1	SMX	0,41	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B07	0,23861	0,234982	0,163829	10/10/13	Div1 1-10	120	set1	SMX	0,14	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B08	0,488328	0,480704	0,249067	10/10/13	Div1 1-10	120	set1	SMX	0,046	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B09	0,58894	0,578593	0,316096	10/10/13	Div1 1-10	120	set1	SMX	0,015	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B10	0,428108	0,421582	0,228955	10/10/13	Div1 1-10	120	set1	SMX	0,005	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B11	0,286625	0,28155	0,183362	10/10/13	Div1 1-10	120	set1	SMX	0,002	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	B12	0,165625	0,162464	0,121788	10/10/13	Div1 1-10	120	set1	SMX	6,00E-04	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C01	0,0804472	0,0783221	0,0683167	10/10/13	Div1 1-10	120	set1	Cipro	50	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C02	0,0733029	0,0711731	0,0620043	10/10/13	Div1 1-10	120	set1	Cipro	23,052	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C03	0,142224	0,140182	0,125752	10/10/13	Div1 1-10	120	set1	Cipro	10,628	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C04	0,21742	0,21406	0,162522	10/10/13	Div1 1-10	120	set1	Cipro	4,9	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C05	0,23257	0,229791	0,164439	10/10/13	Div1 1-10	120	set1	Cipro	2,259	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C06	0,524782	0,516938	0,277056	10/10/13	Div1 1-10	120	set1	Cipro	1,042	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C07	0,44279	0,436552	0,233246	10/10/13	Div1 1-10	120	set1	Cipro	0,48	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C08	0,47034	0,46327	0,247735	10/10/13	Div1 1-10	120	set1	Cipro	0,221	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C09	0,49311	0,485935	0,275334	10/10/13	Div1 1-10	120	set1	Cipro	0,102	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C10	0,568452	0,560925	0,311555	10/10/13	Div1 1-10	120	set1	Cipro	0,047	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C11	0,279062	0,274188	0,178303	10/10/13	Div1 1-10	120	set1	Cipro	0,022	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	C12	0,144384	0,141869	0,111486	10/10/13	Div1 1-10	120	set1	Cipro	0,01	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D01	0,27876	0,273034	0,177467	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D02	0,204966	0,200818	0,127379	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D03	0,485781	0,477363	0,243205	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D04	0,234091	0,229428	0,153014	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D05	0,553775	0,545144	0,282953	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D06	0,586111	0,576751	0,31721	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D07	0,502928	0,495824	0,28241	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D08	0,548177	0,540014	0,292374	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D09	0,127466	0,125691	0,113178	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D10	0,426782	0,421032	0,229346	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D11	0,338999	0,333794	0,224835	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	D12	0,190482	0,187297	0,154747	10/10/13	Div1 1-10	120	set1	Cont	NA	NA	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
16/10/13 14:30	E01	0,0671506	0,0655302	0,0577348	10/10/13	Div1 1-10	120	set1	SMX	100	microM	3	1	2	2,51E-08	4119456,077	236314,33	4355770,407	5,425316487
